6.200000000000000000e+02 6.800000000000000000e+01 1.260000000000000000e+02
6.210000000000000000e+02 1.260000000000000000e+02 6.900000000000000000e+01
6.390000000000000000e+02 7.000000000000000000e+01 1.270000000000000000e+02
6.400000000000000000e+02 1.270000000000000000e+02 7.100000000000000000e+01
6.580000000000000000e+02 7.200000000000000000e+01 1.280000000000000000e+02
6.590000000000000000e+02 1.280000000000000000e+02 1.290000000000000000e+02
6.600000000000000000e+02 1.290000000000000000e+02 7.300000000000000000e+01
6.780000000000000000e+02 7.400000000000000000e+01 1.300000000000000000e+02
6.790000000000000000e+02 1.300000000000000000e+02 1.310000000000000000e+02
6.800000000000000000e+02 1.310000000000000000e+02 1.320000000000000000e+02
6.810000000000000000e+02 1.320000000000000000e+02 7.500000000000000000e+01
6.990000000000000000e+02 7.600000000000000000e+01 1.330000000000000000e+02
7.000000000000000000e+02 1.330000000000000000e+02 1.340000000000000000e+02
7.010000000000000000e+02 1.340000000000000000e+02 1.350000000000000000e+02
7.020000000000000000e+02 1.350000000000000000e+02 1.360000000000000000e+02
7.030000000000000000e+02 1.360000000000000000e+02 7.700000000000000000e+01
7.210000000000000000e+02 7.800000000000000000e+01 1.370000000000000000e+02
7.220000000000000000e+02 1.370000000000000000e+02 1.380000000000000000e+02
7.230000000000000000e+02 1.380000000000000000e+02 1.390000000000000000e+02
7.240000000000000000e+02 1.390000000000000000e+02 1.400000000000000000e+02
7.250000000000000000e+02 1.400000000000000000e+02 1.410000000000000000e+02
7.260000000000000000e+02 1.410000000000000000e+02 1.420000000000000000e+02
7.270000000000000000e+02 1.420000000000000000e+02 7.900000000000000000e+01
7.450000000000000000e+02 8.000000000000000000e+01 1.430000000000000000e+02
7.460000000000000000e+02 1.430000000000000000e+02 1.440000000000000000e+02
7.470000000000000000e+02 1.440000000000000000e+02 1.450000000000000000e+02
7.480000000000000000e+02 1.450000000000000000e+02 1.460000000000000000e+02
7.490000000000000000e+02 1.460000000000000000e+02 1.470000000000000000e+02
7.500000000000000000e+02 1.470000000000000000e+02 1.480000000000000000e+02
7.510000000000000000e+02 1.480000000000000000e+02 1.490000000000000000e+02
7.520000000000000000e+02 1.490000000000000000e+02 8.100000000000000000e+01
7.700000000000000000e+02 8.200000000000000000e+01 1.500000000000000000e+02
7.710000000000000000e+02 1.500000000000000000e+02 1.510000000000000000e+02
7.720000000000000000e+02 1.510000000000000000e+02 1.520000000000000000e+02
7.730000000000000000e+02 1.520000000000000000e+02 1.530000000000000000e+02
7.740000000000000000e+02 1.530000000000000000e+02 1.540000000000000000e+02
7.750000000000000000e+02 1.540000000000000000e+02 1.550000000000000000e+02
7.760000000000000000e+02 1.550000000000000000e+02 1.560000000000000000e+02
7.770000000000000000e+02 1.560000000000000000e+02 1.570000000000000000e+02
7.780000000000000000e+02 1.570000000000000000e+02 8.300000000000000000e+01
7.960000000000000000e+02 8.400000000000000000e+01 1.580000000000000000e+02
7.970000000000000000e+02 1.580000000000000000e+02 1.590000000000000000e+02
7.980000000000000000e+02 1.590000000000000000e+02 1.600000000000000000e+02
7.990000000000000000e+02 1.600000000000000000e+02 1.610000000000000000e+02
8.000000000000000000e+02 1.610000000000000000e+02 1.620000000000000000e+02
8.010000000000000000e+02 1.620000000000000000e+02 1.630000000000000000e+02
8.020000000000000000e+02 1.630000000000000000e+02 1.640000000000000000e+02
8.030000000000000000e+02 1.640000000000000000e+02 1.650000000000000000e+02
8.040000000000000000e+02 1.650000000000000000e+02 1.660000000000000000e+02
8.050000000000000000e+02 1.660000000000000000e+02 8.500000000000000000e+01
8.230000000000000000e+02 8.600000000000000000e+01 1.670000000000000000e+02
8.240000000000000000e+02 1.670000000000000000e+02 1.680000000000000000e+02
8.250000000000000000e+02 1.680000000000000000e+02 1.690000000000000000e+02
8.260000000000000000e+02 1.690000000000000000e+02 1.700000000000000000e+02
8.270000000000000000e+02 1.700000000000000000e+02 1.710000000000000000e+02
8.280000000000000000e+02 1.710000000000000000e+02 1.720000000000000000e+02
8.290000000000000000e+02 1.720000000000000000e+02 1.730000000000000000e+02
8.300000000000000000e+02 1.730000000000000000e+02 1.740000000000000000e+02
8.310000000000000000e+02 1.740000000000000000e+02 1.750000000000000000e+02
8.320000000000000000e+02 1.750000000000000000e+02 8.700000000000000000e+01
8.500000000000000000e+02 8.800000000000000000e+01 1.760000000000000000e+02
8.510000000000000000e+02 1.760000000000000000e+02 1.770000000000000000e+02
8.520000000000000000e+02 1.770000000000000000e+02 1.780000000000000000e+02
8.530000000000000000e+02 1.780000000000000000e+02 1.790000000000000000e+02
8.540000000000000000e+02 1.790000000000000000e+02 1.800000000000000000e+02
8.550000000000000000e+02 1.800000000000000000e+02 1.810000000000000000e+02
8.560000000000000000e+02 1.810000000000000000e+02 1.820000000000000000e+02
8.570000000000000000e+02 1.820000000000000000e+02 1.830000000000000000e+02
8.580000000000000000e+02 1.830000000000000000e+02 1.840000000000000000e+02
8.590000000000000000e+02 1.840000000000000000e+02 1.850000000000000000e+02
8.600000000000000000e+02 1.850000000000000000e+02 8.900000000000000000e+01
8.780000000000000000e+02 9.000000000000000000e+01 1.860000000000000000e+02
8.790000000000000000e+02 1.860000000000000000e+02 1.870000000000000000e+02
8.800000000000000000e+02 1.870000000000000000e+02 1.880000000000000000e+02
8.810000000000000000e+02 1.880000000000000000e+02 1.890000000000000000e+02
8.820000000000000000e+02 1.890000000000000000e+02 1.900000000000000000e+02
8.830000000000000000e+02 1.900000000000000000e+02 1.910000000000000000e+02
8.840000000000000000e+02 1.910000000000000000e+02 1.920000000000000000e+02
8.850000000000000000e+02 1.920000000000000000e+02 1.930000000000000000e+02
8.860000000000000000e+02 1.930000000000000000e+02 1.940000000000000000e+02
8.870000000000000000e+02 1.940000000000000000e+02 1.950000000000000000e+02
8.880000000000000000e+02 1.950000000000000000e+02 9.100000000000000000e+01
