5.000000000000000000e+00 1.000000000000000000e+00 9.200000000000000000e+01
6.000000000000000000e+00 9.200000000000000000e+01 0.000000000000000000e+00
1.900000000000000000e+01 2.000000000000000000e+00 9.300000000000000000e+01
2.000000000000000000e+01 9.300000000000000000e+01 3.000000000000000000e+00
3.800000000000000000e+01 4.000000000000000000e+00 9.400000000000000000e+01
3.900000000000000000e+01 9.400000000000000000e+01 5.000000000000000000e+00
5.600000000000000000e+01 6.000000000000000000e+00 9.500000000000000000e+01
5.700000000000000000e+01 9.500000000000000000e+01 7.000000000000000000e+00
7.600000000000000000e+01 8.000000000000000000e+00 9.600000000000000000e+01
7.700000000000000000e+01 9.600000000000000000e+01 9.000000000000000000e+00
9.800000000000000000e+01 1.000000000000000000e+01 9.700000000000000000e+01
9.900000000000000000e+01 9.700000000000000000e+01 1.100000000000000000e+01
1.160000000000000000e+02 1.200000000000000000e+01 9.800000000000000000e+01
1.170000000000000000e+02 9.800000000000000000e+01 1.300000000000000000e+01
1.370000000000000000e+02 1.400000000000000000e+01 9.900000000000000000e+01
1.380000000000000000e+02 9.900000000000000000e+01 1.500000000000000000e+01
1.460000000000000000e+02 1.600000000000000000e+01 1.000000000000000000e+02
1.470000000000000000e+02 1.000000000000000000e+02 1.700000000000000000e+01
1.620000000000000000e+02 1.800000000000000000e+01 1.010000000000000000e+02
1.630000000000000000e+02 1.010000000000000000e+02 1.900000000000000000e+01
1.810000000000000000e+02 2.000000000000000000e+01 1.020000000000000000e+02
1.820000000000000000e+02 1.020000000000000000e+02 2.100000000000000000e+01
2.020000000000000000e+02 2.200000000000000000e+01 1.030000000000000000e+02
2.030000000000000000e+02 1.030000000000000000e+02 2.300000000000000000e+01
2.210000000000000000e+02 2.400000000000000000e+01 1.040000000000000000e+02
2.220000000000000000e+02 1.040000000000000000e+02 2.500000000000000000e+01
2.420000000000000000e+02 2.600000000000000000e+01 1.050000000000000000e+02
2.430000000000000000e+02 1.050000000000000000e+02 2.700000000000000000e+01
2.610000000000000000e+02 2.800000000000000000e+01 1.060000000000000000e+02
2.620000000000000000e+02 1.060000000000000000e+02 2.900000000000000000e+01
2.810000000000000000e+02 3.000000000000000000e+01 1.070000000000000000e+02
2.820000000000000000e+02 1.070000000000000000e+02 3.100000000000000000e+01
2.980000000000000000e+02 3.200000000000000000e+01 1.080000000000000000e+02
2.990000000000000000e+02 1.080000000000000000e+02 3.300000000000000000e+01
3.150000000000000000e+02 3.400000000000000000e+01 1.090000000000000000e+02
3.160000000000000000e+02 1.090000000000000000e+02 3.500000000000000000e+01
3.340000000000000000e+02 3.600000000000000000e+01 1.100000000000000000e+02
3.350000000000000000e+02 1.100000000000000000e+02 3.700000000000000000e+01
3.510000000000000000e+02 3.800000000000000000e+01 1.110000000000000000e+02
3.520000000000000000e+02 1.110000000000000000e+02 3.900000000000000000e+01
3.700000000000000000e+02 4.000000000000000000e+01 1.120000000000000000e+02
3.710000000000000000e+02 1.120000000000000000e+02 4.100000000000000000e+01
3.870000000000000000e+02 4.200000000000000000e+01 1.130000000000000000e+02
3.880000000000000000e+02 1.130000000000000000e+02 4.300000000000000000e+01
4.050000000000000000e+02 4.400000000000000000e+01 1.140000000000000000e+02
4.060000000000000000e+02 1.140000000000000000e+02 4.500000000000000000e+01
4.240000000000000000e+02 4.600000000000000000e+01 1.150000000000000000e+02
4.250000000000000000e+02 1.150000000000000000e+02 4.700000000000000000e+01
4.410000000000000000e+02 4.800000000000000000e+01 1.160000000000000000e+02
4.420000000000000000e+02 1.160000000000000000e+02 4.900000000000000000e+01
4.600000000000000000e+02 5.000000000000000000e+01 1.170000000000000000e+02
4.610000000000000000e+02 1.170000000000000000e+02 5.100000000000000000e+01
4.770000000000000000e+02 5.200000000000000000e+01 1.180000000000000000e+02
4.780000000000000000e+02 1.180000000000000000e+02 5.300000000000000000e+01
4.960000000000000000e+02 5.400000000000000000e+01 1.190000000000000000e+02
4.970000000000000000e+02 1.190000000000000000e+02 5.500000000000000000e+01
5.140000000000000000e+02 5.600000000000000000e+01 1.200000000000000000e+02
5.150000000000000000e+02 1.200000000000000000e+02 5.700000000000000000e+01
5.310000000000000000e+02 5.800000000000000000e+01 1.210000000000000000e+02
5.320000000000000000e+02 1.210000000000000000e+02 5.900000000000000000e+01
5.500000000000000000e+02 6.000000000000000000e+01 1.220000000000000000e+02
5.510000000000000000e+02 1.220000000000000000e+02 6.100000000000000000e+01
5.670000000000000000e+02 6.200000000000000000e+01 1.230000000000000000e+02
5.680000000000000000e+02 1.230000000000000000e+02 6.300000000000000000e+01
5.860000000000000000e+02 6.400000000000000000e+01 1.240000000000000000e+02
5.870000000000000000e+02 1.240000000000000000e+02 6.500000000000000000e+01
6.030000000000000000e+02 6.600000000000000000e+01 1.250000000000000000e+02
6.040000000000000000e+02 1.250000000000000000e+02 6.700000000000000000e+01
