7.000000000000000000e+00 5.045619140625000000e+03 -1.130211791992187500e+02 1.442741584777832031e+01
8.000000000000000000e+00 5.032469726562500000e+03 -1.202376785278320312e+02 1.442743015289306641e+01
9.000000000000000000e+00 5.023701660156250000e+03 -1.250494232177734375e+02 1.442743968963623047e+01
1.000000000000000000e+01 5.001784179687500000e+03 -1.370776672363281250e+02 1.442746353149414062e+01
1.100000000000000000e+01 4.979742187500000000e+03 -1.488762512207031250e+02 1.442748928070068359e+01
1.200000000000000000e+01 4.970920410156250000e+03 -1.535879516601562500e+02 1.442749881744384766e+01
1.300000000000000000e+01 4.957689453125000000e+03 -1.606544799804687500e+02 1.442751407623291016e+01
1.900000000000000000e+01 5.058702636718750000e+03 -1.056844177246093750e+02 1.440468215942382812e+01
2.000000000000000000e+01 4.944406738281250000e+03 -1.676234741210937500e+02 1.442752933502197266e+01
2.100000000000000000e+01 4.935550781250000000e+03 -1.722698669433593750e+02 1.442753887176513672e+01
2.200000000000000000e+01 4.913366210937500000e+03 -1.837980804443359375e+02 1.442756271362304688e+01
2.300000000000000000e+01 4.891130371093750000e+03 -1.952269134521484375e+02 1.442758655548095703e+01
2.400000000000000000e+01 4.882205078125000000e+03 -1.997383117675781250e+02 1.442759609222412109e+01
2.500000000000000000e+01 4.868817871093750000e+03 -2.065051116943359375e+02 1.442761039733886719e+01
3.200000000000000000e+01 5.067425781250000000e+03 -1.007928848266601562e+02 1.438952445983886719e+01
3.300000000000000000e+01 4.855419433593750000e+03 -2.132480316162109375e+02 1.442762470245361328e+01
3.400000000000000000e+01 4.846485351562500000e+03 -2.177441406250000000e+02 1.442763423919677734e+01
3.500000000000000000e+01 4.824047851562500000e+03 -2.287723236083984375e+02 1.442765903472900391e+01
3.600000000000000000e+01 4.801610839843750000e+03 -2.398004913330078125e+02 1.442768383026123047e+01
3.700000000000000000e+01 4.792590332031250000e+03 -2.441192321777343750e+02 1.442769241333007812e+01
3.800000000000000000e+01 4.779061035156250000e+03 -2.505966033935546875e+02 1.442770671844482422e+01
4.500000000000000000e+01 5.089204101562500000e+03 -8.851461791992187500e+01 1.434217453002929688e+01
4.600000000000000000e+01 4.765526367187500000e+03 -2.570632019042968750e+02 1.442772006988525391e+01
4.700000000000000000e+01 4.756502441406250000e+03 -2.613747558593750000e+02 1.442772960662841797e+01
4.800000000000000000e+01 4.733859863281250000e+03 -2.719749755859375000e+02 1.442775344848632812e+01
4.900000000000000000e+01 4.711183593750000000e+03 -2.825031127929687500e+02 1.442777729034423828e+01
5.000000000000000000e+01 4.702088867187500000e+03 -2.866641235351562500e+02 1.442778682708740234e+01
5.100000000000000000e+01 4.688449218750000000e+03 -2.929045410156250000e+02 1.442780113220214844e+01
5.800000000000000000e+01 5.110910644531250000e+03 -7.611027526855468750e+01 1.416270446777343750e+01
5.900000000000000000e+01 4.674774902343750000e+03 -2.990712890625000000e+02 1.442781543731689453e+01
6.000000000000000000e+01 4.665658691406250000e+03 -3.031826782226562500e+02 1.442782497406005859e+01
6.100000000000000000e+01 4.642833007812500000e+03 -3.133825378417968750e+02 1.442784881591796875e+01
6.200000000000000000e+01 4.619931152343750000e+03 -3.234106750488281250e+02 1.442787170410156250e+01
6.300000000000000000e+01 4.610764160156250000e+03 -3.274091491699218750e+02 1.442788124084472656e+01
6.400000000000000000e+01 4.597015136718750000e+03 -3.334063415527343750e+02 1.442789459228515625e+01
7.100000000000000000e+01 5.119564941406250000e+03 -7.109878540039062500e+01 1.403896236419677734e+01
7.200000000000000000e+01 4.583210449218750000e+03 -3.392728576660156250e+02 1.442790889739990234e+01
7.300000000000000000e+01 4.574005859375000000e+03 -3.431844177246093750e+02 1.442791748046875000e+01
7.400000000000000000e+01 4.550996093750000000e+03 -3.529625244140625000e+02 1.442794132232666016e+01
7.500000000000000000e+01 4.527886230468750000e+03 -3.625014343261718750e+02 1.442796421051025391e+01
