5.000000000000000000e+00 5.045619140625000000e+03 -1.130211791992187500e+02 4.000000000000000000e+00
6.000000000000000000e+00 5.045619140625000000e+03 -1.130211791992187500e+02 1.267741584777832031e+01
1.400000000000000000e+01 4.957689453125000000e+03 -1.606544799804687500e+02 1.267751407623291016e+01
1.500000000000000000e+01 4.957689453125000000e+03 -1.606544799804687500e+02 4.000000000000000000e+00
2.600000000000000000e+01 4.868817871093750000e+03 -2.065051116943359375e+02 1.267761039733886719e+01
2.700000000000000000e+01 4.868817871093750000e+03 -2.065051116943359375e+02 4.000000000000000000e+00
3.900000000000000000e+01 4.779061035156250000e+03 -2.505966033935546875e+02 1.267770671844482422e+01
4.000000000000000000e+01 4.779061035156250000e+03 -2.505966033935546875e+02 4.000000000000000000e+00
5.200000000000000000e+01 4.688449218750000000e+03 -2.929045410156250000e+02 1.267780113220214844e+01
5.300000000000000000e+01 4.688449218750000000e+03 -2.929045410156250000e+02 4.000000000000000000e+00
6.500000000000000000e+01 4.597015136718750000e+03 -3.334063415527343750e+02 1.267789459228515625e+01
6.600000000000000000e+01 4.597015136718750000e+03 -3.334063415527343750e+02 4.000000000000000000e+00
7.800000000000000000e+01 4.504771972656250000e+03 -3.720295104980468750e+02 1.267798709869384766e+01
7.900000000000000000e+01 4.504771972656250000e+03 -3.720295104980468750e+02 4.000000000000000000e+00
9.100000000000000000e+01 4.411768066406250000e+03 -4.087833557128906250e+02 1.267807960510253906e+01
9.200000000000000000e+01 4.411768066406250000e+03 -4.087833557128906250e+02 4.000000000000000000e+00
9.800000000000000000e+01 5.132545898437500000e+03 -6.358199310302734375e+01 1.210336017608642578e+01
9.900000000000000000e+01 5.132545898437500000e+03 -6.358199310302734375e+01 4.000000000000000000e+00
1.090000000000000000e+02 4.318052734375000000e+03 -4.436818237304687500e+02 1.267817020416259766e+01
1.100000000000000000e+02 4.318052734375000000e+03 -4.436818237304687500e+02 4.000000000000000000e+00
1.230000000000000000e+02 4.223661621093750000e+03 -4.767077331542968750e+02 1.267825984954833984e+01
1.240000000000000000e+02 4.223661621093750000e+03 -4.767077331542968750e+02 4.000000000000000000e+00
1.360000000000000000e+02 4.128630859375000000e+03 -5.078453369140625000e+02 1.267834854125976562e+01
1.370000000000000000e+02 4.128630859375000000e+03 -5.078453369140625000e+02 4.000000000000000000e+00
1.490000000000000000e+02 4.032997802734375000e+03 -5.370801391601562500e+02 1.267843532562255859e+01
